ACap1,ACap2,ACap3,BCap1,BCap2,BCap3
Thái Nguyên,Huyện Đại Từ,Xã Na Mao,TN,HDT,XNM
Thái Nguyên,Huyện Đại Từ,Xã Cù Vân,TN,HDT,XCV
Thái Nguyên,Huyện Đại Từ,Xã La Bằng,TN,HDT,XLB
Thái Nguyên,Huyện Đại Từ,Xã Lục Ba,TN,HDT,XLB
Thái Nguyên,Huyện Đại Từ,Xã Hà Thượng,TN,HDT,XHT
Thái Nguyên,Huyện Đại Từ,Xã Hoàng Nông,TN,HDT,XHN
Thái Nguyên,Huyện Đại Từ,Xã Khôi Kỳ,TN,HDT,XKK
Thái Nguyên,Huyện Đại Từ,Thị trấn Quân Chu,TN,HDT,TtQC
Thái Nguyên,Huyện Đại Từ,Xã Đức Lương,TN,HDT,XDL
Thái Nguyên,Huyện Đại Từ,Xã Tân Linh,TN,HDT,XTL
Thái Nguyên,Huyện Đại Từ,Xã Mỹ Yên,TN,HDT,XMY
Thái Nguyên,Huyện Đại Từ,Xã Phú Cường,TN,HDT,XPC
Thái Nguyên,Huyện Đại Từ,Xã Cát Nê,TN,HDT,XCN
Thái Nguyên,Huyện Đại Từ,Xã Bình Thuận,TN,HDT,XBT
Thái Nguyên,Huyện Đại Từ,Xã Minh Tiến,TN,HDT,XMT
Thái Nguyên,Huyện Đại Từ,Xã Vạn Thọ,TN,HDT,XVT
Thái Nguyên,Huyện Đại Từ,Xã Yên Lãng,TN,HDT,XYL
Thái Nguyên,Huyện Đại Từ,Thị trấn Hùng Sơn,TN,HDT,TtHS
Thái Nguyên,Huyện Đại Từ,Xã Quân Chu,TN,HDT,XQC
Thái Nguyên,Huyện Phú Lương,Xã Yên Trạch,TN,HPL,XYT
Thái Nguyên,Huyện Phú Lương,Xã Vô Tranh,TN,HPL,XVT
Thái Nguyên,Huyện Phú Lương,Thị trấn Đu,TN,HPL,TtD
Thái Nguyên,Huyện Phú Lương,Xã Cổ Lũng,TN,HPL,XCL
Thái Nguyên,Huyện Phú Lương,Xã Động Đạt,TN,HPL,XDD
Thái Nguyên,Huyện Phú Lương,Xã Phấn Mễ,TN,HPL,XPM
Thái Nguyên,Huyện Phú Lương,Xã Tức Tranh,TN,HPL,XTT
Thái Nguyên,Huyện Phú Lương,Xã Yên Lạc,TN,HPL,XYL
Thái Nguyên,Huyện Phú Lương,Thị trấn Giang Tiên,TN,HPL,TtGT
Thái Nguyên,Huyện Phú Lương,Xã Phú Đô,TN,HPL,XPD
Thái Nguyên,Huyện Phú Lương,Xã Phủ Lý,TN,HPL,XPL
Thái Nguyên,Huyện Phú Lương,Xã Yên Ninh,TN,HPL,XYN
Thái Nguyên,Huyện Phú Lương,Xã Yên Đổ,TN,HPL,XYD
Thái Nguyên,Huyện Phú Lương,Xã Hợp Thành,TN,HPL,XHT
Thái Nguyên,Huyện Phú Lương,Xã Ôn Lương,TN,HPL,XOL
Thái Nguyên,Thành Phố Sông Công,Phường Phố Cò,TN,TPSC,PPC
Thái Nguyên,Thành Phố Sông Công,Phường Cải Đan,TN,TPSC,PCD
Thái Nguyên,Thành Phố Sông Công,Phường Châu Sơn,TN,TPSC,PCS
Thái Nguyên,Thành Phố Sông Công,Phường Bách Quang,TN,TPSC,PBQ
Thái Nguyên,Thành Phố Sông Công,Xã Tân Quang,TN,TPSC,XTQ
Thái Nguyên,Thành Phố Sông Công,Phường Mỏ Chè,TN,TPSC,PMC
Thái Nguyên,Thành Phố Sông Công,Phường Thắng Lợi,TN,TPSC,PTL
Thái Nguyên,Thành Phố Sông Công,Xã Bá Xuyên,TN,TPSC,XBX
Thái Nguyên,Thành Phố Sông Công,Xã Bình Sơn,TN,TPSC,XBS
Thái Nguyên,Thành Phố Sông Công,Phường Lương Sơn,TN,TPSC,PLS
Thái Nguyên,Huyện Đồng Hỷ,Xã Văn Lăng,TN,HDH,XVL
Thái Nguyên,Huyện Đồng Hỷ,Xã Hóa Thượng,TN,HDH,XHT
Thái Nguyên,Huyện Đồng Hỷ,Thị trấn Trại Cau,TN,HDH,TtTC
Thái Nguyên,Huyện Đồng Hỷ,Xã Tân Lợi,TN,HDH,XTL
Thái Nguyên,Huyện Đồng Hỷ,Thị trấn Sông Cầu,TN,HDH,TtSC
Thái Nguyên,Huyện Đồng Hỷ,Xã Hóa Trung,TN,HDH,XHT
Thái Nguyên,Huyện Đồng Hỷ,Xã Tân Long,TN,HDH,XTL
Thái Nguyên,Huyện Đồng Hỷ,Xã Minh Lập,TN,HDH,XML
Thái Nguyên,Huyện Đồng Hỷ,Xã Văn Hán,TN,HDH,XVH
Thái Nguyên,Huyện Đồng Hỷ,Xã Quang Sơn,TN,HDH,XQS
Thái Nguyên,Huyện Đồng Hỷ,Xã Nam Hòa,TN,HDH,XNH
Thái Nguyên,Huyện Đồng Hỷ,Xã Hòa Bình,TN,HDH,XHB
Thái Nguyên,Huyện Đồng Hỷ,Xã Khe Mo,TN,HDH,XKM
Thái Nguyên,Huyện Đồng Hỷ,Xã Cây Thị,TN,HDH,XCT
Thái Nguyên,Huyện Đồng Hỷ,Xã Hợp Tiến,TN,HDH,XHT
Thái Nguyên,Huyện Định Hóa,Xã Sơn Phú,TN,HDH,XSP
Thái Nguyên,Huyện Định Hóa,Xã Kim Phượng,TN,HDH,XKP
Thái Nguyên,Huyện Định Hóa,Xã Phượng Tiến,TN,HDH,XPT
Thái Nguyên,Huyện Định Hóa,Xã Bình Thành,TN,HDH,XBT
Thái Nguyên,Huyện Định Hóa,Xã Trung Hội,TN,HDH,XTH
Thái Nguyên,Huyện Định Hóa,Xã Phú Tiến,TN,HDH,XPT
Thái Nguyên,Huyện Định Hóa,Xã Phú Đình,TN,HDH,XPD
Thái Nguyên,Huyện Định Hóa,Xã Lam Vỹ,TN,HDH,XLV
Thái Nguyên,Huyện Định Hóa,Xã Trung Lương,TN,HDH,XTL
Thái Nguyên,Huyện Định Hóa,Thị trấn Chợ Chu,TN,HDH,TtCC
Thái Nguyên,Huyện Định Hóa,Xã Đồng Thịnh,TN,HDH,XDT
Thái Nguyên,Huyện Định Hóa,Xã Bộc Nhiêu,TN,HDH,XBN
Thái Nguyên,Huyện Định Hóa,Xã Quy Kỳ,TN,HDH,XQK
Thái Nguyên,Huyện Định Hóa,Xã Bình Yên,TN,HDH,XBY
Thái Nguyên,Huyện Định Hóa,Xã Linh Thông,TN,HDH,XLT
Thái Nguyên,Huyện Định Hóa,Xã Tân Thịnh,TN,HDH,XTT
Thái Nguyên,Huyện Định Hóa,Xã Bảo Linh,TN,HDH,XBL
Thái Nguyên,Huyện Định Hóa,Xã Định Biên,TN,HDH,XDB
Thái Nguyên,Huyện Định Hóa,Xã Phúc Chu,TN,HDH,XPC
Thái Nguyên,Huyện Định Hóa,Xã Điềm Mặc,TN,HDH,XDM
Thái Nguyên,Huyện Định Hóa,Xã Tân Dương,TN,HDH,XTD
Thái Nguyên,Huyện Định Hóa,Xã Thanh Định,TN,HDH,XTD
Thái Nguyên,Huyện Định Hóa,Xã Bảo Cường,TN,HDH,XBC
Thái Nguyên,Huyện Phú Bình,Xã Nga My,TN,HPB,XNM
Thái Nguyên,Huyện Phú Bình,Xã Tân Hòa,TN,HPB,XTH
Thái Nguyên,Huyện Phú Bình,Xã Điềm Thụy,TN,HPB,XDT
Thái Nguyên,Huyện Phú Bình,Xã Xuân Phương,TN,HPB,XXP
Thái Nguyên,Huyện Phú Bình,Xã Dương Thành,TN,HPB,XDT
Thái Nguyên,Huyện Phú Bình,Xã Bàn Đạt,TN,HPB,XBD
Thái Nguyên,Huyện Phú Bình,Xã Thanh Ninh,TN,HPB,XTN
Thái Nguyên,Huyện Phú Bình,Xã Hà Châu,TN,HPB,XHC
Thái Nguyên,Huyện Phú Bình,Xã Đào Xá,TN,HPB,XDX
Thái Nguyên,Huyện Phú Bình,Xã Nhã Lộng,TN,HPB,XNL
Thái Nguyên,Huyện Phú Bình,Xã Tân Kim,TN,HPB,XTK
Thái Nguyên,Huyện Phú Bình,Xã Bảo Lý,TN,HPB,XBL
Thái Nguyên,Huyện Phú Bình,Xã Kha Sơn,TN,HPB,XKS
Thái Nguyên,Huyện Phú Bình,Xã Úc Kỳ,TN,HPB,XUK
Thái Nguyên,Huyện Phú Bình,Xã Thượng Đình,TN,HPB,XTD
Thái Nguyên,Huyện Phú Bình,Xã Tân Đức,TN,HPB,XTD
Thái Nguyên,Huyện Phú Bình,Xã Tân Khánh,TN,HPB,XTK
Thái Nguyên,Huyện Phú Bình,Xã Tân Thành,TN,HPB,XTT
Thái Nguyên,Huyện Phú Bình,Xã Lương Phú,TN,HPB,XLP
Thái Nguyên,Huyện Phú Bình,Thị trấn Hương Sơn,TN,HPB,TtHS
Thái Nguyên,Thành phố Phổ Yên,Xã Phúc Thuận,TN,TpPY,XPT
Thái Nguyên,Thành phố Phổ Yên,Phường Đắc Sơn,TN,TpPY,PDS
Thái Nguyên,Thành phố Phổ Yên,Xã Phúc Tân,TN,TpPY,XPT
Thái Nguyên,Thành phố Phổ Yên,Phường Thuận Thành,TN,TpPY,PTT
Thái Nguyên,Thành phố Phổ Yên,Phường Tân Phú,TN,TpPY,PTP
Thái Nguyên,Thành phố Phổ Yên,Phường Đông Cao,TN,TpPY,PDC
Thái Nguyên,Thành phố Phổ Yên,Phường Trung Thành,TN,TpPY,PTT
Thái Nguyên,Thành phố Phổ Yên,Xã Vạn Phái,TN,TpPY,XVP
Thái Nguyên,Thành phố Phổ Yên,Xã Thành Công,TN,TpPY,XTC
Thái Nguyên,Thành phố Phổ Yên,Phường Đồng Tiến,TN,TpPY,PDT
Thái Nguyên,Thành phố Phổ Yên,Xã Minh Đức,TN,TpPY,XMD
Thái Nguyên,Thành phố Phổ Yên,Phường Tiên Phong,TN,TpPY,PTP
Thái Nguyên,Thành phố Phổ Yên,Phường Hồng Tiến,TN,TpPY,PHT
Thái Nguyên,Thành phố Phổ Yên,Phường Nam Tiến,TN,TpPY,PNT
Thái Nguyên,Thành phố Phổ Yên,Phường Tân Hương,TN,TpPY,PTH
Thái Nguyên,Thành phố Phổ Yên,Phường Ba Hàng,TN,TpPY,PBH
Thái Nguyên,Thành phố Phổ Yên,Phường Bãi Bông,TN,TpPY,PBB
Thái Nguyên,Thành phố Phổ Yên,Phường Bắc Sơn,TN,TpPY,PBS
Thanh Hóa,Huyện Cẩm Thủy,Xã Cẩm Quý,TH,HCT,XCQ
Thanh Hóa,Huyện Cẩm Thủy,Xã Cẩm Thạch,TH,HCT,XCT
Thanh Hóa,Huyện Cẩm Thủy,Xã Cẩm Giang,TH,HCT,XCG
Thanh Hóa,Huyện Cẩm Thủy,Xã Cẩm Ngọc,TH,HCT,XCN
Thanh Hóa,Huyện Cẩm Thủy,Xã Cẩm Tú,TH,HCT,XCT
Thanh Hóa,Huyện Cẩm Thủy,Xã Cẩm Liên,TH,HCT,XCL
Thanh Hóa,Huyện Cẩm Thủy,Xã Cẩm Phú,TH,HCT,XCP
Thanh Hóa,Huyện Cẩm Thủy,Xã Cẩm Vân,TH,HCT,XCV
Thanh Hóa,Huyện Cẩm Thủy,Xã Cẩm Châu,TH,HCT,XCC
Thanh Hóa,Huyện Cẩm Thủy,Xã Cẩm Tâm,TH,HCT,XCT
Thanh Hóa,Huyện Cẩm Thủy,Xã Cẩm Yên,TH,HCT,XCY
Thanh Hóa,Huyện Cẩm Thủy,Xã Cẩm Bình,TH,HCT,XCB
Thanh Hóa,Huyện Cẩm Thủy,Xã Cẩm Thành,TH,HCT,XCT
Thanh Hóa,Huyện Cẩm Thủy,Xã Cẩm Long,TH,HCT,XCL
Thanh Hóa,Huyện Cẩm Thủy,Xã Cẩm Lương,TH,HCT,XCL
Thanh Hóa,Huyện Cẩm Thủy,Xã Cẩm Tân,TH,HCT,XCT
Thanh Hóa,Huyện Cẩm Thủy,Thị trấn Phong Sơn,TH,HCT,TtPS
Thanh Hóa,Huyện Bá Thước,Xã Điền Hạ,TH,HBT,XDH
Thanh Hóa,Huyện Bá Thước,Xã Điền Trung,TH,HBT,XDT
Thanh Hóa,Huyện Bá Thước,Xã Lương Trung,TH,HBT,XLT
Thanh Hóa,Huyện Bá Thước,Xã Điền Lư,TH,HBT,XDL
Thanh Hóa,Huyện Bá Thước,Xã Lũng Niêm,TH,HBT,XLN
Thanh Hóa,Huyện Bá Thước,Xã Lương Nội,TH,HBT,XLN
Thanh Hóa,Huyện Bá Thước,Xã Điền Thượng,TH,HBT,XDT
Thanh Hóa,Huyện Bá Thước,Xã Cổ Lũng,TH,HBT,XCL
Thanh Hóa,Huyện Bá Thước,Xã Kỳ Tân,TH,HBT,XKT
Thanh Hóa,Huyện Bá Thước,Xã Thiết Ống,TH,HBT,XTO
Thanh Hóa,Huyện Bá Thước,Xã Thiết Kế,TH,HBT,XTK
Thanh Hóa,Huyện Bá Thước,Xã Hạ Trung,TH,HBT,XHT
Thanh Hóa,Huyện Bá Thước,Xã Thành Lâm,TH,HBT,XTL
Thanh Hóa,Huyện Bá Thước,Xã Lương Ngoại,TH,HBT,XLN
Thanh Hóa,Huyện Bá Thước,Xã Lũng Cao,TH,HBT,XLC
Thanh Hóa,Huyện Bá Thước,Xã Ái Thượng,TH,HBT,XAT
Thanh Hóa,Huyện Bá Thước,Xã Văn Nho,TH,HBT,XVN
Thanh Hóa,Huyện Bá Thước,Thị trấn Cành Nàng,TH,HBT,TtCN
Thanh Hóa,Huyện Bá Thước,Xã Điền Quang,TH,HBT,XDQ
Thanh Hóa,Huyện Bá Thước,Xã Ban Công,TH,HBT,XBC
Thanh Hóa,Huyện Bá Thước,Xã Thành Sơn,TH,HBT,XTS
Thanh Hóa,Huyện Ngọc Lặc,Xã Kiên Thọ,TH,HNL,XKT
Thanh Hóa,Huyện Ngọc Lặc,Xã Phùng Giáo,TH,HNL,XPG
Thanh Hóa,Huyện Ngọc Lặc,Xã Quang Trung,TH,HNL,XQT
Thanh Hóa,Huyện Ngọc Lặc,Xã Minh Sơn,TH,HNL,XMS
Thanh Hóa,Huyện Ngọc Lặc,Xã Mỹ Tân,TH,HNL,XMT
Thanh Hóa,Huyện Ngọc Lặc,Xã Đồng Thịnh,TH,HNL,XDT
Thanh Hóa,Huyện Ngọc Lặc,Xã Cao Thịnh,TH,HNL,XCT
Thanh Hóa,Huyện Ngọc Lặc,Xã Lộc Thịnh,TH,HNL,XLT
Thanh Hóa,Huyện Ngọc Lặc,Xã Ngọc Sơn,TH,HNL,XNS
Thanh Hóa,Huyện Ngọc Lặc,Xã Minh Tiến,TH,HNL,XMT
Thanh Hóa,Huyện Ngọc Lặc,Xã Phùng Minh,TH,HNL,XPM
Thanh Hóa,Huyện Ngọc Lặc,Xã Nguyệt Ấn,TH,HNL,XNA
Thanh Hóa,Huyện Ngọc Lặc,Xã Phúc Thịnh,TH,HNL,XPT
Thanh Hóa,Huyện Ngọc Lặc,Xã Cao Ngọc,TH,HNL,XCN
Thanh Hóa,Huyện Ngọc Lặc,Xã Ngọc Trung,TH,HNL,XNT
Thanh Hóa,Huyện Ngọc Lặc,Thị trấn Ngọc Lặc,TH,HNL,TtNL
Thanh Hóa,Huyện Ngọc Lặc,Xã Lam Sơn,TH,HNL,XLS
Thanh Hóa,Huyện Ngọc Lặc,Xã Thạch Lập,TH,HNL,XTL
Thanh Hóa,Huyện Ngọc Lặc,Xã Vân Âm,TH,HNL,XVA
Thanh Hóa,Huyện Ngọc Lặc,Xã Ngọc Liên,TH,HNL,XNL
Thanh Hóa,Huyện Ngọc Lặc,Xã Thúy Sơn,TH,HNL,XTS
Thanh Hóa,Thành Phố Thanh Hóa,Phường Quảng Thịnh,TH,TPTH,PQT
Thanh Hóa,Thành Phố Thanh Hóa,Phường Quảng Đông,TH,TPTH,PQD
Thanh Hóa,Thành Phố Thanh Hóa,Xã Hoằng Đại,TH,TPTH,XHD
Thanh Hóa,Thành Phố Thanh Hóa,Phường An Hưng,TH,TPTH,PAH
Thanh Hóa,Thành Phố Thanh Hóa,Phường Quảng Thắng,TH,TPTH,PQT
Thanh Hóa,Thành Phố Thanh Hóa,Xã Quảng Phú,TH,TPTH,XQP
Thanh Hóa,Thành Phố Thanh Hóa,Phường Đông Lĩnh,TH,TPTH,PDL
Thanh Hóa,Thành Phố Thanh Hóa,Phường Quảng Cát,TH,TPTH,PQC
Thanh Hóa,Thành Phố Thanh Hóa,Phường Đông Thọ,TH,TPTH,PDT
Thanh Hóa,Thành Phố Thanh Hóa,Phường Thiệu Dương,TH,TPTH,PTD
Thanh Hóa,Thành Phố Thanh Hóa,Phường Ngọc Trạo,TH,TPTH,PNT
Thanh Hóa,Thành Phố Thanh Hóa,Phường Thiệu Khánh,TH,TPTH,PTK
Thanh Hóa,Thành Phố Thanh Hóa,Phường Lam Sơn,TH,TPTH,PLS
Thanh Hóa,Thành Phố Thanh Hóa,Phường Nam Ngạn,TH,TPTH,PNN
Thanh Hóa,Thành Phố Thanh Hóa,Phường Trường Thi,TH,TPTH,PTT
Thanh Hóa,Thành Phố Thanh Hóa,Phường Đông Sơn,TH,TPTH,PDS
Thanh Hóa,Thành Phố Thanh Hóa,Phường Tào Xuyên,TH,TPTH,PTX
Thanh Hóa,Thành Phố Thanh Hóa,Phường Tân Sơn,TH,TPTH,PTS
Thanh Hóa,Thành Phố Thanh Hóa,Xã Thiệu Vân,TH,TPTH,XTV
Thanh Hóa,Thành Phố Thanh Hóa,Phường Ba Đình,TH,TPTH,PBD
Thanh Hóa,Thành Phố Thanh Hóa,Phường Đông Tân,TH,TPTH,PDT
Thanh Hóa,Thành Phố Thanh Hóa,Phường Đông Vệ,TH,TPTH,PDV
Thanh Hóa,Thành Phố Thanh Hóa,Xã Hoằng Quang,TH,TPTH,XHQ
Thanh Hóa,Thành Phố Thanh Hóa,Phường Quảng Tâm,TH,TPTH,PQT
Thanh Hóa,Thành Phố Thanh Hóa,Phường Điện Biên,TH,TPTH,PDB
Thanh Hóa,Thành Phố Thanh Hóa,Phường Hàm Rồng,TH,TPTH,PHR
Thanh Hóa,Thành Phố Thanh Hóa,Xã Đông Vinh,TH,TPTH,XDV
Thanh Hóa,Thành Phố Thanh Hóa,Phường Phú Sơn,TH,TPTH,PPS
Thanh Hóa,Thành Phố Thanh Hóa,Phường Đông Cương,TH,TPTH,PDC
Thanh Hóa,Thành Phố Thanh Hóa,Phường Đông Hương,TH,TPTH,PDH
Thanh Hóa,Thành Phố Thanh Hóa,Phường Quảng Thành,TH,TPTH,PQT
Thanh Hóa,Thành Phố Thanh Hóa,Phường Quảng Hưng,TH,TPTH,PQH
Thanh Hóa,Thành Phố Thanh Hóa,Phường Đông Hải,TH,TPTH,PDH
Thanh Hóa,Thành Phố Thanh Hóa,Phường Long Anh,TH,TPTH,PLA
Thanh Hóa,Thị Xã Bỉm Sơn,Phường Ngọc Trạo,TH,TXBS,PNT
Thanh Hóa,Thị Xã Bỉm Sơn,Xã Quang Trung,TH,TXBS,XQT
Thanh Hóa,Thị Xã Bỉm Sơn,Phường Đông Sơn,TH,TXBS,PDS
Thanh Hóa,Thị Xã Bỉm Sơn,Phường Lam Sơn,TH,TXBS,PLS
Thanh Hóa,Thị Xã Bỉm Sơn,Phường Phú Sơn,TH,TXBS,PPS
Thanh Hóa,Thị Xã Bỉm Sơn,Phường Bắc Sơn,TH,TXBS,PBS
Thanh Hóa,Thị Xã Bỉm Sơn,Phường Ba Đình,TH,TXBS,PBD
Thanh Hóa,Huyện Lang Chánh,Xã Giao An,TH,HLC,XGA
Thanh Hóa,Huyện Lang Chánh,Thị trấn Lang Chánh,TH,HLC,TtLC
Thanh Hóa,Huyện Lang Chánh,Xã Giao Thiện,TH,HLC,XGT
Thanh Hóa,Huyện Lang Chánh,Xã Tam Văn,TH,HLC,XTV
Thanh Hóa,Huyện Lang Chánh,Xã Đồng Lương,TH,HLC,XDL
Thanh Hóa,Huyện Lang Chánh,Xã Lâm Phú,TH,HLC,XLP
Thanh Hóa,Huyện Lang Chánh,Xã Yên Thắng,TH,HLC,XYT
Thanh Hóa,Huyện Lang Chánh,Xã Trí Nang,TH,HLC,XTN
Thanh Hóa,Huyện Lang Chánh,Xã Tân Phúc,TH,HLC,XTP
Thanh Hóa,Huyện Lang Chánh,Xã Yên Khương,TH,HLC,XYK
Thanh Hóa,Huyện Mường Lát,Xã Quang Chiểu,TH,HML,XQC
Thanh Hóa,Huyện Mường Lát,Xã Tam Chung,TH,HML,XTC
Thanh Hóa,Huyện Mường Lát,Xã Nhi Sơn,TH,HML,XNS
Thanh Hóa,Huyện Mường Lát,Xã Pù Nhi,TH,HML,XPN
Thanh Hóa,Huyện Mường Lát,Xã Trung Lý,TH,HML,XTL
Thanh Hóa,Huyện Mường Lát,Thị trấn Mường Lát,TH,HML,TtML
Thanh Hóa,Huyện Mường Lát,Xã Mường Lý,TH,HML,XML
Thanh Hóa,Huyện Mường Lát,Xã Mường Chanh,TH,HML,XMC
Thanh Hóa,Huyện Quan Sơn,Xã Trung Thượng,TH,HQS,XTT
Thanh Hóa,Huyện Quan Sơn,Xã Tam Thanh,TH,HQS,XTT
Thanh Hóa,Huyện Quan Sơn,Xã Sơn Thủy,TH,HQS,XST
Thanh Hóa,Huyện Quan Sơn,Thị trấn Sơn Lư,TH,HQS,TtSL
Thanh Hóa,Huyện Quan Sơn,Xã Sơn Điện,TH,HQS,XSD
Thanh Hóa,Huyện Quan Sơn,Xã Sơn Hà,TH,HQS,XSH
Thanh Hóa,Huyện Quan Sơn,Xã Tam Lư,TH,HQS,XTL
Thanh Hóa,Huyện Quan Sơn,Xã Trung Hạ,TH,HQS,XTH
Thanh Hóa,Huyện Quan Sơn,Xã Trung Tiến,TH,HQS,XTT
Thanh Hóa,Huyện Quan Sơn,Xã Mường Mìn,TH,HQS,XMM
Thanh Hóa,Huyện Quan Sơn,Xã Na Mèo,TH,HQS,XNM
Thanh Hóa,Huyện Quan Sơn,Xã Trung Xuân,TH,HQS,XTX
Thanh Hóa,Huyện Hậu Lộc,Xã Hải Lộc,TH,HHL,XHL
Thanh Hóa,Huyện Hậu Lộc,Xã Triệu Lộc,TH,HHL,XTL
Thanh Hóa,Huyện Hậu Lộc,Thị trấn Hậu Lộc,TH,HHL,TtHL
Thanh Hóa,Huyện Hậu Lộc,Xã Hòa Lộc,TH,HHL,XHL
Thanh Hóa,Huyện Hậu Lộc,Xã Ngư Lộc,TH,HHL,XNL
Thanh Hóa,Huyện Hậu Lộc,Xã Đại Lộc,TH,HHL,XDL
Thanh Hóa,Huyện Hậu Lộc,Xã Minh Lộc,TH,HHL,XML
Thanh Hóa,Huyện Hậu Lộc,Xã Hưng lộc,TH,HHL,XHl
Thanh Hóa,Huyện Hậu Lộc,Xã Hoa Lộc,TH,HHL,XHL
Thanh Hóa,Huyện Hậu Lộc,Xã Đồng Lộc,TH,HHL,XDL
Thanh Hóa,Huyện Hậu Lộc,Xã Thành Lộc,TH,HHL,XTL
Thanh Hóa,Huyện Hậu Lộc,Xã Xuân Lộc,TH,HHL,XXL
Thanh Hóa,Huyện Hậu Lộc,Xã Phú Lộc,TH,HHL,XPL
Thanh Hóa,Huyện Hậu Lộc,Xã Đa Lộc,TH,HHL,XDL
Thanh Hóa,Huyện Hậu Lộc,Xã Tiến Lộc,TH,HHL,XTL
Thanh Hóa,Huyện Hậu Lộc,Xã Lộc Sơn,TH,HHL,XLS
Thanh Hóa,Huyện Hậu Lộc,Xã Tuy Lộc,TH,HHL,XTL
Thanh Hóa,Huyện Hậu Lộc,Xã Mỹ Lộc,TH,HHL,XML
Thanh Hóa,Huyện Hậu Lộc,Xã Cầu Lộc,TH,HHL,XCL
Thanh Hóa,Huyện Hậu Lộc,Xã Thuần Lộc,TH,HHL,XTL
Thanh Hóa,Huyện Hậu Lộc,Xã Liên Lộc,TH,HHL,XLL
Thanh Hóa,Huyện Hậu Lộc,Xã Quang Lộc,TH,HHL,XQL
Thanh Hóa,Huyện Hậu Lộc,Xã Phong Lộc,TH,HHL,XPL
Thanh Hóa,Huyện Hoằng Hóa,Xã Hoằng Cát,TH,HHH,XHC
Thanh Hóa,Huyện Hoằng Hóa,Xã Hoằng Lưu,TH,HHH,XHL
Thanh Hóa,Huyện Hoằng Hóa,Xã Hoằng Đạo,TH,HHH,XHD
Thanh Hóa,Huyện Hoằng Hóa,Xã Hoằng Giang,TH,HHH,XHG
Thanh Hóa,Huyện Hoằng Hóa,Xã Hoằng Kim,TH,HHH,XHK
Thanh Hóa,Huyện Hoằng Hóa,Xã Hoằng Phú,TH,HHH,XHP
Thanh Hóa,Huyện Hoằng Hóa,Xã Hoằng Đông,TH,HHH,XHD
Thanh Hóa,Huyện Hoằng Hóa,Xã Hoằng Hợp,TH,HHH,XHH
Thanh Hóa,Huyện Hoằng Hóa,Xã Hoằng Đức,TH,HHH,XHD
Thanh Hóa,Huyện Hoằng Hóa,Xã Hoằng Xuân,TH,HHH,XHX
Thanh Hóa,Huyện Hoằng Hóa,Xã Hoằng Trường,TH,HHH,XHT
Thanh Hóa,Huyện Hoằng Hóa,Xã Hoằng Trinh,TH,HHH,XHT
Thanh Hóa,Huyện Hoằng Hóa,Xã Hoằng Xuyên,TH,HHH,XHX
Thanh Hóa,Huyện Hoằng Hóa,Xã Hoằng Thanh,TH,HHH,XHT
Thanh Hóa,Huyện Hoằng Hóa,Xã Hoằng Tiến,TH,HHH,XHT
Thanh Hóa,Huyện Hoằng Hóa,Xã Hoằng Thịnh,TH,HHH,XHT
Thanh Hóa,Huyện Hoằng Hóa,Xã Hoằng Phượng,TH,HHH,XHP
Thanh Hóa,Huyện Hoằng Hóa,Xã Hoằng Quỳ,TH,HHH,XHQ
Thanh Hóa,Huyện Hoằng Hóa,Xã Hoằng Hà,TH,HHH,XHH
Thanh Hóa,Huyện Hoằng Hóa,Xã Hoằng Đồng,TH,HHH,XHD
Thanh Hóa,Huyện Hoằng Hóa,Xã Hoằng Tân,TH,HHH,XHT
Thanh Hóa,Huyện Hoằng Hóa,Xã Hoằng Thắng,TH,HHH,XHT
Thanh Hóa,Huyện Hoằng Hóa,Xã Hoằng Thành,TH,HHH,XHT
Thanh Hóa,Huyện Hoằng Hóa,Xã Hoằng Ngọc,TH,HHH,XHN
Thanh Hóa,Huyện Hoằng Hóa,Xã Hoằng Thái,TH,HHH,XHT
Thanh Hóa,Huyện Hoằng Hóa,Thị trấn Bút Sơn,TH,HHH,TtBS
Thanh Hóa,Huyện Hoằng Hóa,Xã Hoằng Yến,TH,HHH,XHY
Thanh Hóa,Huyện Hoằng Hóa,Xã Hoằng Trạch,TH,HHH,XHT
Thanh Hóa,Huyện Hoằng Hóa,Xã Hoằng Hải,TH,HHH,XHH
Thanh Hóa,Huyện Hoằng Hóa,Xã Hoằng Đạt,TH,HHH,XHD
Thanh Hóa,Huyện Hoằng Hóa,Xã Hoằng Lộc,TH,HHH,XHL
Thanh Hóa,Huyện Hoằng Hóa,Xã Hoằng Châu,TH,HHH,XHC
Thanh Hóa,Huyện Hoằng Hóa,Xã Hoằng Trung,TH,HHH,XHT
Thanh Hóa,Huyện Hoằng Hóa,Xã Hoằng Quý,TH,HHH,XHQ
Thanh Hóa,Huyện Hoằng Hóa,Xã Hoằng Phụ,TH,HHH,XHP
Thanh Hóa,Huyện Hoằng Hóa,Xã Hoằng Phong,TH,HHH,XHP
Thanh Hóa,Huyện Hoằng Hóa,Xã Hoằng Sơn,TH,HHH,XHS
Thanh Hóa,Huyện Nga Sơn,Xã Nga Trung,TH,HNS,XNT
Thanh Hóa,Huyện Nga Sơn,Xã Nga Phú,TH,HNS,XNP
Thanh Hóa,Huyện Nga Sơn,Xã Nga Thắng,TH,HNS,XNT
Thanh Hóa,Huyện Nga Sơn,Xã Nga Trường,TH,HNS,XNT
